OrgNo;FirmaNavn;Status;AntallAnsatte;OrganisasjonsformKode;Naeringskode
917427038;LOFOTEN GLASS AS;Aktiv;;AS;23.130
883759702;FDVHUSET AS;Aktiv;18;AS;62.010
970918876;TN DEKOR AS;Aktiv;;AS;25.990
988816493;VALBJØRN EIENDOM AS;Aktiv;;AS;68.209
976505689;STEIN ERIK STUBMO;Aktiv;;ENK;69.201
917485097;MJ MASKINSERVICE AS;Aktiv;5;AS;33.120
917400164;AVON LIVE NIDAROS AS;Aktiv;;AS;90.020
974473372;NORDTEK AS;Aktiv;;AS;68.209
987774223;ALFA ØKONOMI AS;Aktiv;11;AS;69.201
984718667;SENTRUMSGÅRDEN EIGEDOM AS;Aktiv;;AS;68.209
915361420;ALFATEAM AS;Aktiv;;AS;70.220
987865245;HUNA SAND AS;Aktiv;;AS;08.120
998455030;WÆRHOLM ØKONOMI AS;Aktiv;;AS;00.000
917338728;IDE MØBLER FAUSKE AS;Aktiv;6;AS;47.591
912186385;HÅLANDSDAL VEKST SA;Aktiv;10;SA;85.201
915529224;WABI SABI AS;Aktiv;5;AS;32.120
812178792;T&R HAUGEN MASKIN AS;Aktiv;7;AS;43.120
988383902;CENTRUM - TANNKLINIKK AS;Aktiv;6;AS;86.230
916585756;RALLARSERVICE AS;Konkurs;;AS;42.120
917513961;NORDIC MOBILITY AS;Aktiv;;AS;62.020
993230901;CHIRITA BETONGREHABILITERING AS;Aktiv;;AS;43.990
920377777;LAVIK DEKKSERVICE AS;Aktiv;;AS;45.320
994306618;GROVASTØYLEN AS;Aktiv;;AS;79.903
916584911;SØSTRENE LAVIK AS;Aktiv;;AS;47.112
916860315;DENTALESTETIC AS;Aktiv;;AS;86.211
993800139;ECIT SERVICES AS;Aktiv;254;AS;69.201
911833190;BØNNER I BYEN AS;Aktiv;7;AS;10.830
816273242;TROMSØ SOSIALE ENTREPRENØRSKAP AS;Aktiv;;AS;56.101
996460673;PROSJEKTRÅDGIVEREN AS;UnderAvvikling;;AS;71.121
917257434;HAKI MOTE AS;Aktiv;;AS;47.710
877465772;ZAHLFJØSEN AS;Aktiv;;AS;68.209
957232167;FJORDESIGN AS;Slettet;;AS;
913406818;CAERUS ARCHITECTS AS;Aktiv;7;AS;71.112
996946088;HÅRTUPPAN AS;Slettet;;AS;
999156142;AIR-PRODUCT NORGE AS;Aktiv;;AS;46.740
997082680;JOHANSEN RØRLEGGERSERVICE AS;Aktiv;;AS;43.221
991074651;PENTHOUSE MIRADORES AS;Aktiv;;AS;68.209
917546355;2KVIK BYGG AS;Aktiv;7;AS;41.200
915109012;STATSNAIL AS;Aktiv;11;AS;03.111
987563540;SENTRUM ØKONOMI AS;Aktiv;;AS;70.220
981304772;KVANTEK AS;Aktiv;5;AS;71.129
917572003;MEDIAGENTEN AS;Aktiv;;AS;74.102
953487748;SALGSUTVIKLING AS;Aktiv;;AS;70.210
995340984;BÅT & FRITID AS;Aktiv;;AS;47.642
989161245;HEIMVIK HOLDING AS;Aktiv;;AS;68.100
914813433;ALFA NOR REGNSKAP AS;Aktiv;12;AS;69.201
989455087;HYDRA REGNSKAP AS;Slettet;;AS;
913515781;JK KROGNES AS;Aktiv;;AS;69.201
992768061;BHL DA;Aktiv;28;DA;69.202
998891752;GISLERUD CARPETS AS;Aktiv;;AS;47.919
916901054;MINIMAX LAGER AS;Aktiv;;AS;68.209
916616031;KYST-REVISJON AS;Aktiv;;AS;00.000
990311153;BILPLEIEHALLEN AS;Aktiv;18;AS;45.200
992803533;HOLMØY INVEST AS;Aktiv;;AS;00.000
992803622;KH INVEST AS;Aktiv;;AS;64.308
989491067;DITEC NORGE AS;Aktiv;;AS;45.320
917525978;ALPHA KONSULENT AS;Aktiv;;AS;70.220
998341302;BODØ CONTAINERUTLEIE AS;Aktiv;29;AS;77.390
917533458;ABSEC AS;Aktiv;;AS;46.510
913630254;LAVIK KRO AS;Aktiv;13;AS;56.101
992518715;VISIT BODØ;Aktiv;6;FLI;79.901
993527270;OSLO RØR & SANITÆR AS;Aktiv;7;AS;43.221
999561594;GULLFJELL CONSULTING AS;Aktiv;;AS;70.220
967822760;FENISTRA AS;Slettet;;AS;
928461904;JM FØRE AS;Aktiv;24;AS;43.911
912801373;DITEC HOLDING AS;Aktiv;;AS;45.320
988390275;GJH AS;Aktiv;;AS;45.200
990494878;AG EIENDOMSINVEST AS;Aktiv;;AS;68.209
897645262;UTSYN INDUSTRIER AS;Aktiv;;AS;77.320
992803576;BOK-HOLDING AS;Aktiv;;AS;64.308
988107131;AG HOLDING AS;Aktiv;;AS;68.209
986692029;NORKONTOR AS;Aktiv;;AS;46.650
928091678;STRANDVIK TRANSPORT OG MASKIN AS;Aktiv;28;AS;49.410
930916935;FUSA ELEKTRO AS;Aktiv;15;AS;43.210
915860257;HEARTMAKERMUSIC AS;Aktiv;;AS;90.032
985866406;SELJEBO SELJESTADVEGEN 7;Aktiv;;ESEK;
976299272;ATLAS HELSE OG MILJØTJENESTER AS;Aktiv;;AS;86.211
997923472;TAKSTTEAM VESTERÅLEN AS;Aktiv;5;AS;74.901
916974841;PEDAL HOLDING AS;Aktiv;;AS;64.308
815450132;MEDIER24 AS;Aktiv;21;AS;58.130
998484839;HÅREK SALONG AS;Slettet;;AS;
916196059;GRØNNE FRISØRER AS;Slettet;;AS;
911839962;AKTIVITETSDOSETTEN AS;Slettet;;AS;
917882282;LINN FURNES HUDPLEIE;Slettet;;ENK;
996861589;BAGGFOSSEN MIKROKRAFT AS;Slettet;;AS;
989060341;ORIAN AS;Aktiv;;AS;25.620
912610160;HAMMER & KOLAAS AS;Konkurs;;AS;68.209
913630696;REKNA AS;Slettet;;AS;
911802929;FMK HOLDING AS;Aktiv;;AS;68.100
979598165;WELL INTERVENTION MANAGEMENT AS;Slettet;;AS;
964721602;NORSK HUNDEUTSTYR Karina Ingeborg Åmodt;Aktiv;;ENK;47.762
915634222;TINGVOLLFISK AS;Slettet;;AS;
918536108;SNEKKERGUTTA AS;Aktiv;8;AS;41.200
886659792;WALLBOX AS;Aktiv;;AS;46.520
915887872;BOTNGAARD BIOPROTIX AS;Slettet;;AS;
998201292;ROME PROSJEKT AS;Slettet;;AS;
999248861;MS BYGG AS;Konkurs;;AS;41.200
937114184;MOLTE AS;Konkurs;;AS;59.120
980029441;KAFFERIET AS;Konkurs;;AS;56.101
914280737;SVISKEMASKIN AS;Slettet;;AS;
980436780;GJERDE DYKK OG INDUSTRISERVICE Jann Tore Gjerde;Aktiv;;ENK;09.109
915515770;SOLTOMTAR AS;Slettet;;AS;
919129425;GECO GROUP AS;Slettet;;AS;
985225702;URD KLIMA SERVICE OPPDAL AS;Slettet;;AS;
919605235;AUSTGULEN OG VASSENDEN AS;Slettet;;AS;
919665653;CHRISTIANIA BALKONGINNGLASSING AS;Slettet;;AS;
996786919;3T SENIOR NORGE AS;Aktiv;;AS;62.010
977243432;TERJE OLSEN;Aktiv;;ENK;59.110
918145982;LØPE AS;Aktiv;;AS;70.220
919930691;KSL AS;Aktiv;;AS;70.220
981869877;ALSTEN MØBELSENTER AS;Slettet;;AS;
913978617;FOLKEINVEST FORMIDLING AS;Aktiv;;AS;66.190
917767181;SENESA FOODS AS;Slettet;;AS;
919982306;BYGGTJENESTER NORD AS;Slettet;;AS;
975848590;DALEN LEGESENTER DA;Aktiv;5;DA;86.211
987297735;SELMER NORD AS;Aktiv;16;AS;56.102
974370964;KRISTIANSEN OG LANGÅKER TRANSPORT AS;Aktiv;;AS;49.410
990693633;ASTRID TRONDSEN AS;Aktiv;;AS;86.909
912800261;R. NIKOLAISEN AS;Slettet;;AS;
884580412;KRISTINA ALMESTAD EPF;Slettet;;ENK;
967008605;GJENGSTØ MASKINSTASJON;Aktiv;;ENK;49.410
993034320;ODD I. INVEST AS;Slettet;;AS;
914070317;POMODORO AS;Slettet;;AS;
911797259;PRINSDAL APOTEK AS;Slettet;;AS;
912456951;MINIMEIS AS;Slettet;;AS;
883983092;EIDE GÅRD Heggebø DØDSBU;Slettet;;ENK;
920271596;GRUBE BYGG OG MASKIN AS;UnderAvvikling;;AS;41.200
919909730;ISME FILM AS;UnderAvvikling;;AS;59.110
989211870;ROBUST INVEST AS;Aktiv;;AS;71.121
916998236;WRH AS;Aktiv;;AS;62.010
919090502;JK. HOLTER HOLDING AS;Slettet;;AS;
883098692;GAUTE HESTHAGEN;Aktiv;;ENK;90.011
917330212;GILDEFJELL AS;Aktiv;;AS;43.120
997050568;FAGHOLDING AS;Slettet;;AS;
920692834;SOLHAUG UTVIKLING AS;Aktiv;;AS;41.109
995469987;TORPTECH AS;Aktiv;;AS;70.220
914384729;NORD OG NED AS;Aktiv;;AS;62.020
921041527;RØFSDALSKRAFT EIGARSELSKAP AS;Slettet;;AS;
936757499;TINDE DESIGN & TRYKK AS;Slettet;;AS;
920933963;ÅSEN APOTEK AS;Slettet;;AS;
986189734;PELISTER AS;Aktiv;;AS;81.109
982744288;LASSE KRISTIANSEN ALT INNEN BYGG;Slettet;;ENK;
916283636;GRY ANDERSEN VELVÆRE;Aktiv;;ENK;96.020
920597033;SS FISK AS;Slettet;;AS;
992254467;SLUTT AS;Slettet;;AS;
995497212;STOR-OSLO GRUNNENTREPRISE AS;Konkurs;;AS;43.120
984600127;SAGA MEDIA SERVICE Per Lund;Aktiv;;ENK;62.020
815265262;ÅSTORP GÅRD ANS;Aktiv;;ANS;68.209
920610447;BAHR EIENDOM AS;Aktiv;;AS;68.209
921560192;AKTIV BOLIGFORNYING AS;Aktiv;;AS;43.320
988024325;MCO BYGG AS;Slettet;;AS;
989810375;TØMRER DUDA;Aktiv;;ENK;41.200
920069797;SIA EXPRESS ANDREASSEN;Slettet;;ENK;
914456975;BØMLO FISKEREDSKAP AS;Slettet;;AS;
912434443;SPONDYLOARTRITTFORBUNDET NORGE;Aktiv;;FLI;94.991
984698119;DOCUMED AS;Slettet;;AS;
998076676;BARN OG BABY AS;Slettet;;AS;
994674439;GLAMITEC AS;Slettet;;AS;
892581762;SAMEIET ØVRE STORGATE 26;Aktiv;;ESEK;68.320
918108858;STRANDGATEN 72-74 AS;Aktiv;;AS;68.209
920904297;NYSKAPENDE TECHNOLOGI AS;UnderAvvikling;;AS;71.129
999539912;ISTYRELSEN HOLDING AS;Aktiv;;AS;70.220
921726317;SRS MASKIN & UTSTYRSALG AS;Aktiv;;AS;46.140
916610904;RÅKK HUSET AS;Aktiv;;AS;55.101
920794157;HAULOTTE SCANDINAVIA AB;Slettet;;NUF;
821568242;VAMO AS;Aktiv;6;AS;03.111
921782306;RAVN PROFIL AS;Slettet;;AS;
921785127;EVIL INVESTMENT CORP AS;Aktiv;;AS;64.308
980252256;MAT OG ATFERD;Aktiv;;FLI;94.991
997892372;VADSØ FJORDHOTELL AS;Slettet;;AS;
911722003;CODA FORMS AS;Slettet;;AS;
920202640;NORDLYS TRAFIKKSENTER AS;Slettet;;AS;
919667265;BRASS TACKS AS;Slettet;;AS;
957216145;STIG-HARALD KILE;Aktiv;;ENK;49.320
915053920;INNLAGVEIEN 2 AS;Aktiv;;AS;68.209
921552742;STERG AS;Aktiv;;AS;41.109
915203280;BELL CONSULTING AS;Aktiv;;AS;70.220
915946291;HYDLA AKTIV AS;Slettet;;AS;
995101882;MIA SKAGEFOSS;Slettet;;ENK;
982446333;BYGGMESTER KOMPANIET AS;Slettet;;AS;
